po_id,supplier_name_raw,true_supplier,true_category,item_description,business_unit,order_qty,invoice_value
PO100221,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Power Plant,442,52115004.5
PO100222,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Central Maintenance,208,24120715.84
PO100223,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Coke Oven,471,59418110.1
PO100224,SKF INDIA,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Plate Mill,206,3649757.62
PO100225,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,WORM GEARBOX 1:40 ratio,Coke Oven,399,63076294.05
PO100226,atlas copco,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Coke Oven,179,22256118.94
PO100227,FESTO INDIA,Festo India Private Limited,Pneumatics,solenoid valve 5/2 1/4in,Steel Melt Shop,132,1797333.12
PO100228,ELECON,Elecon Engineering Company,Gears & Drives,gear coupling GC 250,Plate Mill,396,114678966.6
PO100229,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Central Maintenance,322,38133645.34
PO100230,S.K.F. India Limited,SKF India Limited,Bearings & Spares,SPHERICAL ROLLER BRG 22320,Plate Mill,156,3592435.08
PO100231,Fenner India,Fenner Conveyor Belting India,Conveyor & Handling,CONVEYOR BELT 1200mm EP500/4,Plate Mill,159,10496529.69
PO100232,KBL,Kirloskar Brothers Limited,Pumps & Compressors,vacuum pump RH,Central Maintenance,40,6957945.2
PO100233,TRL Krosaki,TRL Krosaki Refractories Limited,Refractories,tundish nozzle SEN 70mm,Coke Oven,489,26175050.19
PO100234,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,gear coupling GC 250,Steel Melt Shop,244,61827416.2
PO100235,KIRLOSKAR BROTHERS,Kirloskar Brothers Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Hot Strip Mill,429,52784580.42
PO100236,BOSCH REXROTH,Bosch Rexroth India Limited,Hydraulics,hyd power pack 90L 210bar,Plate Mill,363,32986641.27
PO100237,SKF INDIA,SKF India Limited,Bearings & Spares,SPHERICAL ROLLER BRG 22320,Plate Mill,145,2182919.9
PO100238,BOSCH REXROTH,Bosch Rexroth India Limited,Hydraulics,proportional valve 4WRE 25,Sinter Plant,49,5103591.57
PO100239,Larsen & Toubro,Larsen and Toubro Limited,Electrical & Automation,VFD 132KW 415V drive,Plate Mill,337,41370561.47
PO100240,BOSCH REXROTH,Bosch Rexroth India Limited,Hydraulics,proportional valve 4WRE 25,Power Plant,340,19763465.6
PO100241,ELECON,Elecon Engineering Company,Gears & Drives,gear coupling GC 250,Plate Mill,363,137311512.69
PO100242,KIRLOSKAR BROTHERS,Kirloskar Brothers Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Power Plant,344,63219776.48
PO100243,Fenner India,Fenner Conveyor Belting India,Conveyor & Handling,idler roller 152dia,Plate Mill,10,582826.2
PO100244,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Steel Melt Shop,249,24264771.12
PO100245,shanthi gears,Shanthi Gears Limited,Gears & Drives,WORM GEARBOX 1:40 ratio,Plate Mill,404,56126209.04
PO100246,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Hot Strip Mill,317,27625690.93
PO100247,Elecon Engineering,Elecon Engineering Company,Gears & Drives,gear coupling GC 250,Blast Furnace,355,117339559.35
PO100248,SKF INDIA,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Central Maintenance,347,7471576.24
PO100249,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Plate Mill,123,24416461.86
PO100250,CASTROL INDIA,Castrol India Limited,Lubricants,hydraulic oil HLP 68 210L,Power Plant,293,6257677.18
PO100251,SKF India Ltd,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Sinter Plant,215,5663579.45
PO100252,Rexroth India,Bosch Rexroth India Limited,Hydraulics,HYD CYLINDER 100/56x800 mill,Steel Melt Shop,247,34355210.24
PO100253,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Power Plant,391,60937088.03
PO100254,Festo India Pvt Ltd,Festo India Private Limited,Pneumatics,FRL unit 1/2in air prep,Blast Furnace,467,6629387.23
PO100255,SKF India Ltd,SKF India Limited,Bearings & Spares,plummer block SNH 517,Steel Melt Shop,203,3509695.42
PO100256,SKF India Ltd,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Hot Strip Mill,15,205715.4
PO100257,ELECON,Elecon Engineering Company,Gears & Drives,helical geared motor 11KW,Central Maintenance,147,54739170.57
PO100258,SKF India Ltd,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Coke Oven,3,75492.66
PO100259,KIRLOSKAR BROTHERS,Kirloskar Brothers Limited,Pumps & Compressors,vacuum pump RH,Steel Melt Shop,281,62915391.39
PO100260,Siemens Ltd,Siemens Limited,Electrical & Automation,VFD 132KW 415V drive,Power Plant,122,7613380.72
PO100261,Castrol India Ltd,Castrol India Limited,Lubricants,turbine oil 46,Blast Furnace,319,4188779.43
PO100262,Castrol India Ltd,Castrol India Limited,Lubricants,hydraulic oil HLP 68 210L,Power Plant,295,2883397.85
PO100263,BOSCH REXROTH,Bosch Rexroth India Limited,Hydraulics,hyd power pack 90L 210bar,Steel Melt Shop,181,12503905.35
PO100264,FENNER INDIA,Fenner Conveyor Belting India,Conveyor & Handling,CONVEYOR BELT 1200mm EP500/4,Power Plant,185,6526613.15
PO100265,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Blast Furnace,23,3965852.28
PO100266,S.K.F. India Limited,SKF India Limited,Bearings & Spares,SPHERICAL ROLLER BRG 22320,Plate Mill,35,497827.75
PO100267,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,helical geared motor 11KW,Central Maintenance,181,48174947.33
PO100268,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Central Maintenance,246,42253786.56
PO100269,Bosch Rexroth India Ltd,Bosch Rexroth India Limited,Hydraulics,HYD CYLINDER 100/56x800 mill,Plate Mill,104,4923421.36
PO100270,atlas copco,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Sinter Plant,264,34927165.68
PO100271,BOSCH REXROTH,Bosch Rexroth India Limited,Hydraulics,HYD CYLINDER 100/56x800 mill,Plate Mill,332,21120820.76
PO100272,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,gear coupling GC 250,Power Plant,410,88253926.8
PO100273,SKF INDIA,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Sinter Plant,96,1648892.16
PO100274,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,screw compressor 250cfm,Sinter Plant,373,51004184.12
PO100275,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Central Maintenance,41,8355188.69
PO100276,TRL Krosaki Refractories Ltd,TRL Krosaki Refractories Limited,Refractories,ladle slide gate plate,Central Maintenance,219,5493032.46
PO100277,Rexroth India,Bosch Rexroth India Limited,Hydraulics,hydraulic hose R2 1in,Sinter Plant,446,63881739.6
PO100278,Castrol India Ltd,Castrol India Limited,Lubricants,turbine oil 46,Plate Mill,406,8439647.86
PO100279,Fenner India,Fenner Conveyor Belting India,Conveyor & Handling,idler roller 152dia,Central Maintenance,384,31869707.52
PO100280,Rexroth India,Bosch Rexroth India Limited,Hydraulics,proportional valve 4WRE 25,Plate Mill,35,2400212.15
PO100281,SKF India Ltd,SKF India Limited,Bearings & Spares,plummer block SNH 517,Plate Mill,291,2366269.41
PO100282,SKF India Ltd,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Power Plant,391,3518714.57
PO100283,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,WORM GEARBOX 1:40 ratio,Hot Strip Mill,143,25938616.99
PO100284,SKF India Ltd,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Sinter Plant,199,5037501.92
PO100285,CASTROL INDIA,Castrol India Limited,Lubricants,turbine oil 46,Coke Oven,110,2369763.0
PO100286,Elecon Engineering,Elecon Engineering Company,Gears & Drives,gear coupling GC 250,Steel Melt Shop,437,57325170.56
PO100287,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,submersible pump 30HP,Steel Melt Shop,496,103114972.64
PO100288,Vesuvius India Ltd,Vesuvius India Limited,Refractories,castable LC 60% alumina 25kg,Plate Mill,149,8650282.91
PO100289,Fenner India,Fenner Conveyor Belting India,Conveyor & Handling,idler roller 152dia,Central Maintenance,63,6730941.42
PO100290,BOSCH REXROTH,Bosch Rexroth India Limited,Hydraulics,hyd power pack 90L 210bar,Steel Melt Shop,284,30029208.6
PO100291,Rexroth India,Bosch Rexroth India Limited,Hydraulics,hydraulic hose R2 1in,Power Plant,204,31202871.0
PO100292,L&T,Larsen and Toubro Limited,Electrical & Automation,PLC S7 input card,Steel Melt Shop,422,36847330.9
PO100293,SKF India Ltd,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Hot Strip Mill,349,6138393.48
PO100294,SKF India Ltd,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Sinter Plant,467,11408870.71
PO100295,Elecon Engineering,Elecon Engineering Company,Gears & Drives,bevel gearbox right angle,Sinter Plant,166,62637613.32
PO100296,KIRLOSKAR BROTHERS,Kirloskar Brothers Limited,Pumps & Compressors,submersible pump 30HP,Hot Strip Mill,129,12664577.58
PO100297,castrol india,Castrol India Limited,Lubricants,gear oil 320 ISO VG,Hot Strip Mill,315,4511511.9
PO100298,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,bevel gearbox right angle,Blast Furnace,320,101152310.4
PO100299,KIRLOSKAR BROTHERS,Kirloskar Brothers Limited,Pumps & Compressors,submersible pump 30HP,Coke Oven,15,1180899.9
PO100300,L&T,Larsen and Toubro Limited,Electrical & Automation,MCCB 400A 4P,Sinter Plant,214,19527044.18
PO100301,castrol india,Castrol India Limited,Lubricants,turbine oil 46,Sinter Plant,155,2097760.7
PO100302,SKF INDIA,SKF India Limited,Bearings & Spares,plummer block SNH 517,Central Maintenance,353,3059909.9
PO100303,SKF INDIA,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Plate Mill,175,3382729.0
PO100304,atlas copco,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Plate Mill,67,12968009.46
PO100305,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Steel Melt Shop,63,11749304.7
PO100306,Rexroth India,Bosch Rexroth India Limited,Hydraulics,hydraulic hose R2 1in,Coke Oven,485,41200051.6
PO100307,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Coke Oven,462,42499028.88
PO100308,L and T Ltd,Larsen and Toubro Limited,Electrical & Automation,MCCB 400A 4P,Sinter Plant,256,32162104.32
PO100309,S.K.F. India Limited,SKF India Limited,Bearings & Spares,plummer block SNH 517,Coke Oven,47,1218805.88
PO100310,ELECON,Elecon Engineering Company,Gears & Drives,gear coupling GC 250,Central Maintenance,181,22428837.63
PO100311,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Sinter Plant,5,1761456.5
PO100312,L&T,Larsen and Toubro Limited,Electrical & Automation,MCCB 400A 4P,Blast Furnace,392,28104879.04
PO100313,TRL Krosaki Refractories Ltd,TRL Krosaki Refractories Limited,Refractories,MAG CARBON BRICK MgO-C 14%,Power Plant,100,3399483.0
PO100314,Schaeffler India,Schaeffler India Limited,Bearings & Spares,SPHERICAL ROLLER BRG 22320,Hot Strip Mill,392,7143106.32
PO100315,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Hot Strip Mill,202,25870245.04
PO100316,Elecon Engineering,Elecon Engineering Company,Gears & Drives,WORM GEARBOX 1:40 ratio,Blast Furnace,261,58671941.31
PO100317,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,gear coupling GC 250,Hot Strip Mill,171,58128753.33
PO100318,T R L KROSAKI,TRL Krosaki Refractories Limited,Refractories,ladle slide gate plate,Hot Strip Mill,264,6299047.92
PO100319,SKF INDIA,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Central Maintenance,316,6925686.68
PO100320,Castrol India Ltd,Castrol India Limited,Lubricants,hydraulic oil HLP 68 210L,Plate Mill,154,2064881.28
PO100321,castrol india,Castrol India Limited,Lubricants,EP2 grease lithium 18kg,Central Maintenance,214,3232630.5
PO100322,shanthi gears,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Blast Furnace,336,112193941.44
PO100323,T R L KROSAKI,TRL Krosaki Refractories Limited,Refractories,tundish nozzle SEN 70mm,Hot Strip Mill,88,3639026.16
PO100324,KIRLOSKAR BROTHERS,Kirloskar Brothers Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Coke Oven,125,8791927.5
PO100325,BOSCH REXROTH,Bosch Rexroth India Limited,Hydraulics,hyd power pack 90L 210bar,Power Plant,161,14292810.42
PO100326,S.K.F. India Limited,SKF India Limited,Bearings & Spares,SPHERICAL ROLLER BRG 22320,Hot Strip Mill,314,7991350.24
PO100327,FENNER INDIA,Fenner Conveyor Belting India,Conveyor & Handling,conv pulley lagged 630dia,Power Plant,288,15941911.68
PO100328,shanthi gears,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Plate Mill,89,21490275.53
PO100329,castrol india,Castrol India Limited,Lubricants,hydraulic oil HLP 68 210L,Central Maintenance,445,7674656.9
PO100330,ELECON,Elecon Engineering Company,Gears & Drives,helical geared motor 11KW,Sinter Plant,127,24104070.41
PO100331,Larsen & Toubro,Larsen and Toubro Limited,Electrical & Automation,MCCB 400A 4P,Plate Mill,361,19444283.08
PO100332,S.K.F. India Limited,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Sinter Plant,287,7377954.92
PO100333,ELECON,Elecon Engineering Company,Gears & Drives,bevel gearbox right angle,Hot Strip Mill,347,92077348.73
PO100334,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Central Maintenance,148,56716518.56
PO100335,Castrol India Ltd,Castrol India Limited,Lubricants,hydraulic oil HLP 68 210L,Sinter Plant,383,5160404.12
PO100336,Elecon Engineering,Elecon Engineering Company,Gears & Drives,helical geared motor 11KW,Blast Furnace,316,101718763.12
PO100337,Castrol India Ltd,Castrol India Limited,Lubricants,EP2 grease lithium 18kg,Steel Melt Shop,272,2589570.56
PO100338,S.K.F. India Limited,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Blast Furnace,368,6149971.84
PO100339,atlas copco,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Central Maintenance,476,43645411.04
PO100340,CASTROL INDIA,Castrol India Limited,Lubricants,hydraulic oil HLP 68 210L,Blast Furnace,388,8162379.28
PO100341,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Hot Strip Mill,46,8060970.54
PO100342,SKF India Ltd,SKF India Limited,Bearings & Spares,plummer block SNH 517,Central Maintenance,429,4688060.52
PO100343,ELECON,Elecon Engineering Company,Gears & Drives,WORM GEARBOX 1:40 ratio,Blast Furnace,384,147905114.88
PO100344,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Central Maintenance,309,43472592.0
PO100345,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Sinter Plant,279,42857142.57
PO100346,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,gear coupling GC 250,Sinter Plant,58,11865387.7
PO100347,L and T Ltd,Larsen and Toubro Limited,Electrical & Automation,VFD 132KW 415V drive,Hot Strip Mill,8,816257.84
PO100348,Indian Oil Corp Ltd,Indian Oil Corporation Limited,Lubricants,hydraulic oil HLP 68 210L,Steel Melt Shop,328,6557989.36
PO100349,SKF India Ltd,SKF India Limited,Bearings & Spares,plummer block SNH 517,Plate Mill,49,544058.27
PO100350,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Sinter Plant,4,436290.84
PO100351,atlas copco,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Sinter Plant,155,25332559.85
PO100352,castrol india,Castrol India Limited,Lubricants,EP2 grease lithium 18kg,Central Maintenance,355,3438643.6
PO100353,shanthi gears,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Steel Melt Shop,208,63693148.48
PO100354,castrol india,Castrol India Limited,Lubricants,gear oil 320 ISO VG,Coke Oven,482,5110448.38
PO100355,atlas copco,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Power Plant,245,22267648.2
PO100356,castrol india,Castrol India Limited,Lubricants,gear oil 320 ISO VG,Coke Oven,468,6245422.56
PO100357,Castrol India Ltd,Castrol India Limited,Lubricants,turbine oil 46,Plate Mill,306,6003998.46
PO100358,Rexroth India,Bosch Rexroth India Limited,Hydraulics,hyd power pack 90L 210bar,Hot Strip Mill,289,15865831.23
PO100359,Elecon Engineering,Elecon Engineering Company,Gears & Drives,helical geared motor 11KW,Central Maintenance,438,113362143.84
PO100360,Festo India,Festo India Private Limited,Pneumatics,air filter regulator G3/8,Hot Strip Mill,262,5089163.98
PO100361,FENNER INDIA,Fenner Conveyor Belting India,Conveyor & Handling,conv pulley lagged 630dia,Sinter Plant,234,17312506.38
PO100362,L&T,Larsen and Toubro Limited,Electrical & Automation,VFD 132KW 415V drive,Steel Melt Shop,203,11805588.83
PO100363,Rexroth India,Bosch Rexroth India Limited,Hydraulics,HYD CYLINDER 100/56x800 mill,Steel Melt Shop,177,21220977.81
PO100364,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Hot Strip Mill,242,17027891.98
PO100365,L and T Ltd,Larsen and Toubro Limited,Electrical & Automation,PLC S7 input card,Power Plant,374,35071906.1
PO100366,SKF INDIA,SKF India Limited,Bearings & Spares,SPHERICAL ROLLER BRG 22320,Hot Strip Mill,470,11835521.2
PO100367,castrol india,Castrol India Limited,Lubricants,turbine oil 46,Hot Strip Mill,179,1405271.72
PO100368,L&T,Larsen and Toubro Limited,Electrical & Automation,PLC S7 input card,Central Maintenance,115,12761408.55
PO100369,CASTROL INDIA,Castrol India Limited,Lubricants,gear oil 320 ISO VG,Coke Oven,279,3519975.6
PO100370,S.K.F. India Limited,SKF India Limited,Bearings & Spares,SPHERICAL ROLLER BRG 22320,Blast Furnace,80,1030013.6
PO100371,KBL,Kirloskar Brothers Limited,Pumps & Compressors,screw compressor 250cfm,Coke Oven,215,36318234.3
PO100372,Rexroth India,Bosch Rexroth India Limited,Hydraulics,HYD CYLINDER 100/56x800 mill,Coke Oven,305,14094104.9
PO100373,Larsen & Toubro,Larsen and Toubro Limited,Electrical & Automation,VFD 132KW 415V drive,Blast Furnace,206,15438797.72
PO100374,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,bevel gearbox right angle,Plate Mill,149,26368558.31
PO100375,shanthi gears,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Power Plant,449,67786643.52
PO100376,shanthi gears,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Power Plant,32,8615084.16
PO100377,T R L KROSAKI,TRL Krosaki Refractories Limited,Refractories,tundish nozzle SEN 70mm,Plate Mill,25,1543480.25
PO100378,CASTROL INDIA,Castrol India Limited,Lubricants,gear oil 320 ISO VG,Central Maintenance,210,1748835.9
PO100379,shanthi gears,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Central Maintenance,116,22737231.92
PO100380,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Power Plant,288,38805840.0
PO100381,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,gear coupling GC 250,Plate Mill,105,21467798.1
PO100382,Festo India,Festo India Private Limited,Pneumatics,FRL unit 1/2in air prep,Power Plant,371,10539408.81
PO100383,Castrol India Ltd,Castrol India Limited,Lubricants,gear oil 320 ISO VG,Coke Oven,309,2044634.46
PO100384,SKF INDIA,SKF India Limited,Bearings & Spares,SPHERICAL ROLLER BRG 22320,Coke Oven,446,11233464.44
